2024-06-25 21:06:134 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:697 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:970 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (f4a325d6c1ef9b1cdee25dcde2641cf1)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:312 INFO  DashboardPage :40 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (f4a325d6c1ef9b1cdee25dcde2641cf1)] -> xpath: //img[@alt='client brand banner']]
2024-06-25 22:06:994 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:817 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:48 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (dd26018f773746f21da83bce9752947a)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:534 INFO  DashboardPage :26 - Clicking on user profile logo : [[ChromeDriver: chrome on windows (dd26018f773746f21da83bce9752947a)] -> xpath: //img[@class='oxd-userdropdown-img']]
2024-06-25 22:06:144 INFO  DashboardPage :31 - Clicking on logout link : [[ChromeDriver: chrome on windows (dd26018f773746f21da83bce9752947a)] -> xpath: //a[normalize-space()='Logout']]
2024-06-25 22:06:290 INFO  LoginPage :41 - Enter User Name: 
2024-06-25 22:06:810 INFO  LoginPage :51 - Enter Password: 
2024-06-25 22:06:962 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (3591329ec5d207609cedacac9d5d1ca5)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:87 INFO  LoginPage :57 - Getting username field blank error message : [[ChromeDriver: chrome on windows (3591329ec5d207609cedacac9d5d1ca5)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-06-25 22:06:751 INFO  LoginPage :41 - Enter User Name: test123@gmail.com
2024-06-25 22:06:507 INFO  LoginPage :51 - Enter Password: 
2024-06-25 22:06:770 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (18baae387c3a2e7ec58942292ff5b5bf)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:891 INFO  LoginPage :62 - Getting password field blank error message : [[ChromeDriver: chrome on windows (18baae387c3a2e7ec58942292ff5b5bf)] -> xpath: //span[@class='oxd-text oxd-text--span oxd-input-field-error-message oxd-input-group__message']]
2024-06-25 22:06:353 INFO  LoginPage :41 - Enter User Name: 
2024-06-25 22:06:900 INFO  LoginPage :51 - Enter Password: test123
2024-06-25 22:06:201 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (977e78048724b20f25a0fedae40abd4c)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:373 INFO  LoginPage :57 - Getting username field blank error message : [[ChromeDriver: chrome on windows (977e78048724b20f25a0fedae40abd4c)] -> xpath: //div[@class='orangehrm-login-slot-wrapper']//div[1]//div[1]//span[1]]
2024-06-25 22:06:971 INFO  LoginPage :41 - Enter User Name: test123@gmail.com
2024-06-25 22:06:581 INFO  LoginPage :51 - Enter Password: test123
2024-06-25 22:06:939 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (da4bbcaa7dbc52878b350ec170ff1a78)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:704 INFO  LoginPage :67 - Getting invalid credential error message : [[ChromeDriver: chrome on windows (da4bbcaa7dbc52878b350ec170ff1a78)] -> xpath: //p[@class='oxd-text oxd-text--p oxd-alert-content-text']]
2024-06-25 22:06:528 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:141 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:398 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:127 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:367 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:419 INFO  ViewSystemUsersPage :117 - Clicking on Add button: [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2024-06-25 22:06:163 INFO  ViewSystemUsersPage :122 - Verifying User added text: Add User
2024-06-25 22:06:206 INFO  AddUserPage :23 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: (//div[@class = 'oxd-select-wrapper'])[1]]
2024-06-25 22:06:390 INFO  AddUserPage :28 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (38c2214519bf492634dbccf6bfae8532)] -> xpath: //span[contains(text(),'Admin')]]
2024-06-25 22:06:545 INFO  ViewSystemUsersPage :128 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'sấd ádas ádsa')]'
2024-06-25 22:06:548 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:200 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:367 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:726 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:96 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:411 INFO  ViewSystemUsersPage :171 - Enter sanjana12 to User Name field : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:436 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:522 INFO  ViewSystemUsersPage :180 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //span[contains(text(),'Admin')]]
2024-06-25 22:06:771 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: (//i)[13]]
2024-06-25 22:06:944 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:96 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (f95fd33daf748dd98447d88258ea6753)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:460 INFO  ViewSystemUsersPage :215 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2024-06-25 22:06:911 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:390 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:689 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:387 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:709 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:01 INFO  ViewSystemUsersPage :171 - Enter sanjana12 to User Name field : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:36 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:118 INFO  ViewSystemUsersPage :180 - Clicking on Admin option in UserRole drop-down : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //span[contains(text(),'Admin')]]
2024-06-25 22:06:363 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: (//i)[13]]
2024-06-25 22:06:526 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:613 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (831a43014b9fedee17381d93359b7f5c)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:637 INFO  ViewSystemUsersPage :215 - Getting UserName from record : Proxy element for: DefaultElementLocator 'By.xpath: (//div[@data-v-6c07a142])[1]'
2024-06-25 22:06:705 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:377 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:761 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:441 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:670 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:853 INFO  ViewSystemUsersPage :171 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:903 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:00 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 22:06:282 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: (//i)[13]]
2024-06-25 22:06:482 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:630 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:786 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (74c4ff8163c5ff4fa23e18b5efcdacbc)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 22:06:848 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:505 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:771 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:805 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:225 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:511 INFO  ViewSystemUsersPage :171 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:531 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:639 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 22:06:895 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: (//i)[13]]
2024-06-25 22:06:46 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:148 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:234 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (39c05fa30e995f9a38c099b7c829d219)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 22:06:920 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:398 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:703 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:127 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:347 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:687 INFO  ViewSystemUsersPage :171 - Enter Cassidy.Hope to User Name field : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:715 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:785 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 22:06:17 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: (//i)[13]]
2024-06-25 22:06:184 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:251 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:395 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (bc422e64825cfbd3bf7bf6b1c76c5884)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 22:06:464 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 22:06:230 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 22:06:434 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //button[@type='submit']]
2024-06-25 22:06:595 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 22:06:869 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 22:06:312 INFO  ViewSystemUsersPage :171 - Enter Odis.Adalwin to User Name field : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 22:06:343 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 22:06:433 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 22:06:699 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: (//i)[13]]
2024-06-25 22:06:884 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 22:06:95 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 22:06:226 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (5727f025c845dacae81df989d9487b36)] -> xpath: //button[normalize-space()='Reset']]
